,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2270,US,"Rich in fruit and oak, but balanced with crisp acidity. It's strongly flavored, brimming with pineapple jam, white peach, apricot, buttered toast and vanilla. Gets the Chardonnay job done with some elegance.",,87,30,California,Sonoma County,Sonoma,,,Arrowood 2007 Chardonnay (Sonoma County),Chardonnay,Arrowood
2271,US,"A very nice Bordeaux-style blend ready to drink now. It's soft, dry and complex, offering waves of blackberries, black currants, blueberries, cedar and herbs, wrapped into fine, rich tannins.",Lot 119,87,15,California,Alexander Valley,Sonoma,,,Cameron Hughes 2005 Lot 119 Meritage (Alexander Valley),Meritage,Cameron Hughes
2272,Czech Republic,"Smoke and struck-flint notes add a dark tone to this savory, herb-inflected white wine. The palate is round and rich, and finishes with a reverberating hint of salt and bitter lemon rind.",,85,25,Moravia,,,Anna Lee C. Iijima,,Vino z Czech 2011 Welschriesling (Moravia),Welschriesling,Vino z Czech
2273,Portugal,"Crisp. dry and fruity, this wine has a light touch of citrus and fresh acidity. Fruity with a slight sparkle, it's an ideal apéritif.",Azul Portugal Escolha,85,11,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Azul Portugal Escolha White (Vinho Verde),Portuguese White,Wines & Winemakers
2274,US,"Sweet-pea and citrus flavors are pleasant, along with a welcome touch of creamy oak for richness. But there's also hints of green, unripe fruit in this dry, crisp Sauvignon Blanc.",,85,18,California,Sonoma County,Sonoma,,,Banshee Wines 2012 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Banshee Wines
2275,Italy,"Oak dominates the overall character of this wine, with forward notes of toasted wood, tobacco leaf, roasted coffee bean and a hint of plum. There's more wood than fruit here.",,85,20,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Bindi Sergardi 2010  Chianti Classico,Red Blend,Bindi Sergardi
2276,Italy,"Made from Sangiovese and a bit of Colorino, this has an earthy nose of truffle and underbrush, with a hint of iris and a whiff of leather. Reflecting the forward nature of the vintage, the palate is soft and warm, with sweet wild cherry, plum and round tannins. Drink soon.",,85,12,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Corte alla Flora 2011  Rosso di Montepulciano,Red Blend,Corte alla Flora
2277,Argentina,"There's no denying the fact that this smells stalky and burnt, with leathery fruit aromas. In the mouth, it's choppy, with scratchy acidity leading to a loud flavor profile with stalky berry, raisin and stewed flavors. Heat and additional roasted notes drive the finish on this Malbec.",Estate,85,29,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alpamanta 2009 Estate Malbec (Mendoza),Malbec,Alpamanta
2278,US,"This blend of undisclosed varieties is a charming red wine to drink now. It's dry, smooth and ripe in blackberry, cherry, currant and spice flavors. Beef is its natural partner.",The Count Founder's,85,20,California,Sonoma County,Sonoma,,,Buena Vista 2011 The Count Founder's Red (Sonoma County),Red Blend,Buena Vista
2279,France,"Light in color, this is a fruity, softly tannic and lightweight wine. It brings out red fruits that are now maturing, giving spice and a touch of pepper with final acidity. Drink now.",Signature,85,17,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Robert Klingenfus 2010 Signature Pinot Noir (Alsace),Pinot Noir,Domaine Robert Klingenfus
2280,US,"There is loads of freshly crushed black pepper in this dry, robust Zin. It's almost enough to make you sneeze. You'll also find good blackberry fruit and heady alcohol. Drink up.",,85,17,California,Napa Valley,Napa,,,Dominican Oaks 2010 Zinfandel (Napa Valley),Zinfandel,Dominican Oaks
2281,US,"Light to the point of being a bit dilute, this Viognier has a cotton-candy character, like spun sugar around rhubarb. The tart, not quite fully ripe fruit brings it to a quick, acidic finish.",,85,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Emerson 2012 Viognier (Willamette Valley),Viognier,Emerson
2282,Italy,"This shows delicate floral aromas along with dominant bell pepper and sawdust sensations. The palate is dominated by oaky flavors of roasted coffee beans and espresso, giving the wine an anonymous personality and style.",,85,15,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Montecchio 2010  Chianti Classico,Red Blend,Fattoria di Montecchio
2283,US,"Aged mostly in stainless steel with a touch of new French oak (10%), this has notes of toast and char along with freshly cut mango. It's on the lighter side of medium bodied, drinking just a hair off dry with a bitter note on the finish.",,85,15,Oregon,Umpqua Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Girardet 2011 Chardonnay (Umpqua Valley),Chardonnay,Girardet
2284,Spain,"Albariño is a fragile style of white wine and some just don't age well. This is one of those wines; it's slightly past peak maturity, as evidenced by wheaty, yeasty aromas. The palate finishes with a hint of bitter citrus pith.",,85,34,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Lusco 2011 Albariño (Rías Baixas),Albariño,Lusco
2285,Spain,"After opening with reedy, stalky aromas, this is raw and choppy on the palate. Flavors of herbal red plum and rhubarb conclude with tight, edgy acids and a bit of burn and heat. This is fresh and generally pretty good, but it lacks Toro's usual richness and power.",Crianza,85,25,Northern Spain,Toro,,Michael Schachner,@wineschach,Damalisco 2008 Crianza  (Toro),Tinta de Toro,Damalisco
2286,US,"This is a rustic but likeable wine. It's dry, tannic and full-bodied, with good varietal flavors of black currants, dark chocolate and sweet, smoky oak. Drink soon.",Black Dog Series,85,25,California,Napa Valley,Napa,,,Hill Wine Company 2010 Black Dog Series Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hill Wine Company
2287,Italy,"From a very hot and difficult vintage, this Chianti Classico has unusual aromas of dill, thyme and toasted oak that carry over to the palate. It's already evolved with a short finish.",,85,32,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Vignavecchia 2011  Chianti Classico,Red Blend,Vignavecchia
2288,Czech Republic,"The Cabernet Moravia grape is a cross between Cabernet Franc and Zweigelt. Here, it incorporates all of Cab Franc's leafy herbaceousness and Zweigelt's tart, cranberry flavors in a refreshing wine. It's delicate in concentration, but easy drinking, with lots of green, grassy notes on the finish.",,85,18,Moravia,,,Anna Lee C. Iijima,,Vino z Czech NV Cabernet Moravia (Moravia),Cabernet Moravia,Vino z Czech
2289,US,"This meaty, oaky Sauvignon Blanc, with a trace of Semillon, is slightly bitter with grassy and lemony aromas and flavors coming to the fore.",J.D. Hurley,84,20,California,Santa Clara Valley,Central Coast,Virginie Boone,@vboone,Martin Ranch 2011 J.D. Hurley Sauvignon Blanc (Santa Clara Valley),Sauvignon Blanc,Martin Ranch
2290,US,"A common, country-style wine, rich in cherries, cola and spices, with lusty tannins. It's lush and simple, but will rise to the occasion with a cheeseburger. The blend is Zinfandel, Petite Sirah and Graciano.",Lot 362,84,16,California,California,California Other,,,Cameron Hughes 2010 Lot 362 Red (California),Red Blend,Cameron Hughes
2291,Argentina,"This is exceedingly ripe tasting, with a syrupy texture. Along the way, you'll encounter tar and rubber aromas in front of flavors such as carob, vanilla and stewed berry fruits. A minty, oaky finish is the final weighty act.",Estate Bottled,84,17,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Casarena 2011 Estate Bottled Malbec (Mendoza),Malbec,Casarena
2292,Slovenia,"Earthy with hints of roasted nuts and dried herb, this is a uniquely savory Sauvignon that would pair well with herb-accented fowl and fish. The palate is round and rich, but balanced with brisk lime acidity and a characteristic grassiness on the finish.",Fosilni Breg,84,20,Slovenia,,,Anna Lee C. Iijima,,Ciringa 2011 Fosilni Breg Sauvignon Blanc (Slovenia),Sauvignon Blanc,Ciringa
2293,Italy,"This deeply saturated wine opens with a nice balance of ripe, chewy fruit, vanilla and spice. The wine promises to evolve over time, giving more space to the mineral nuances you can already detect now. Tones of licorice, black spice and clove are lively and intense in the mouth.",,90,32,Tuscany,Vino Nobile di Montepulciano,,,,La Calonica 2006  Vino Nobile di Montepulciano,Prugnolo Gentile,La Calonica
2294,Germany,"An atypically light, delicate style of Riesling for the Pfalz, with lime and floral notes on the nose and a filigreed interplay of residual sugar and lithe acidity that lingers on the finish.",Freinsheimer Musikantenbuckel Kabinett,90,23,Pfalz,,,Joe Czerwinski,@JoeCz,Lingenfelder 2007 Freinsheimer Musikantenbuckel Kabinett Riesling (Pfalz),Riesling,Lingenfelder
2295,Italy,"Pian delle Vigne's 2004 Brunello is worlds apart from the scorching hot 2003 vintage—so different, in fact, the wine seems utterly reborn. You can smell those hallmark Sangiovese aromas: cherry, blue flower and wet earth, and taste the variety's elegant acidity.",Pian delle Vigne,90,66,Tuscany,Brunello di Montalcino,,,,Marchesi Antinori 2004 Pian delle Vigne  (Brunello di Montalcino),Sangiovese Grosso,Marchesi Antinori
2296,Italy,"Bold and modern, Fonterutoli delivers the goods year after year. The wine is rich and plush with deep concentration and excellent intensity. You'll get aromas of bright cherry and some spice but what makes the wine stand apart is the clarity and purity of its aromas.",Fonterutoli,90,28,Tuscany,Chianti Classico,,,,Mazzei 2007 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei
2297,US,"Very ripe and extracted, just oozing the flavors of melted blackberry jam, black raspberry purée and milk chocolate. A bit sweet, but saved by firm tannins.",Parsons' Vineyard,90,33,California,Russian River Valley,Sonoma,,,Novy 2006 Parsons' Vineyard Syrah (Russian River Valley),Syrah,Novy
2298,US,"The fruit scents explode from the glass, showing raspberries, blueberries, cherries and plums in profusion. There is more stuffing, especially apparent in the nose and also in the mouth, than in the winery's varietal blends. The back end of the wine suggests bread and chocolate, light hints of toasted almond and cinnamon spice.",Solstice,90,40,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Edmonds Winery 2007 Solstice Red (Horse Heaven Hills),Red Blend,Edmonds Winery
2299,Germany,"Verging on orange in color, this intensely botrytized wine from one of Germany's unique grape varieties is thick, almost chewy with extract and sugar. Dried apricot aromas lead into orange marmalade flavors with an almost burnt, caramelized quality. Finishes long, with a hint of bitterness that helps balance some of the intense sweetness.",Beerenauslese,90,47,Pfalz,,,Joe Czerwinski,@JoeCz,Fitz-Ritter 2006 Beerenauslese Rieslaner (Pfalz),Rieslaner,Fitz-Ritter
2300,Germany,"Aromas of peach, lime and mineral make a first-rate initial impression, and are then followed by zesty citrus flavors that enhance rather than overpower the briny minerality. It's 13% alcohol, but maintains a wonderful balance of alcohol, acid and just a hint of sugar. Long and mouthwatering on the finish.",Forster Musenhang Spätlese Trocken,90,36,Pfalz,,,Joe Czerwinski,@JoeCz,Georg Mosbacher 2007 Forster Musenhang Spätlese Trocken Riesling (Pfalz),Riesling,Georg Mosbacher
2301,US,"Compared to Highlands' regular Cab, this is a great example of sometimes, more is less. The '06 Reserve is a gigantic wine, both in ripely extracted currants and in the taste of new, smoky oak. But it's very size makes it ponderous. The question is one of ageability. It could well be a sleeper. Try beyond 2010.",Reserve,90,75,California,Howell Mountain,Napa,,,Highlands 2006 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Highlands
2302,South Africa,"The nose has a ripe plum and savory spice character in this sophisticated red. On the palate, cedar, mocha and pepper give it a rich, brooding quality. Tannins are fine but ageable. The finish is lingering and spicy. Pair now with richer meat dishes; give it a few years to age and it will be even better.",Mill Race,90,20,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Vergelegen 2005 Mill Race Cabernet Sauvignon-Merlot (Stellenbosch),Cabernet Sauvignon-Merlot,Vergelegen
2303,US,"This big, buttery Chardonnay will especially appeal to those who like California-style flavors; here enhanced with the firm acids characteristic of Washington State. There is a generous streak of vanilla cream, a soft and very buttery mouthfeel, yet the fruit has enough precision and focus that the wine does not lose definition. Delicious now, this is a wine to drink over the next three or four years.",Conner Lee Vineyard,90,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Arbor Crest 2006 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Arbor Crest
2304,US,"Negociant Hughes continues to produce compelling wines at everyday prices. This Syrah, from one of Napa Valley's best mountain regions, is dry and thick in refined tannins. But it's so rich in black currants, black cherries, chocolate, pepper and sweet, smoky oak that it's delicious now.",Lot 113,90,14,California,Mount Veeder,Napa,,,Cameron Hughes 2006 Lot 113 Syrah (Mount Veeder),Syrah,Cameron Hughes
2305,Italy,"Liquid smoke, brimstone, tar, asphalt, licorice and mesquite follow dense aromas of black cherry, dried currants and mature plums. The wine is on the ripe, chewy side but ultimately finds balance thanks to its naturally firm tannins and fruity freshness.",,90,58,Tuscany,Brunello di Montalcino,,,,Camigliano 2004  Brunello di Montalcino,Sangiovese Grosso,Camigliano
